Change,Edition,Before reference,Before text,After reference,After text,Reason,Source
replacement,Berean Standard Bible (BSB),2 Thessalonians 1:2,Grace and peace to you from God our Father and the Lord Jesus Christ.,Ephesians 4:2-3,"with all humility and gentleness, with patience, bearing with one another in love, and with diligence to preserve the unity of the Spirit through the bond of peace.","Remove a repeated grace-and-peace salutation; these two full verses encourage patience, gentleness and unity.",https://ebible.org/Scriptures/engbsb_usfx.zip
replacement,Bible in Basic English (BBE),2 Thessalonians 1:2,Grace to you and peace from God the Father and the Lord Jesus Christ.,Ephesians 4:2-3,"With all gentle and quiet behaviour, taking whatever comes, putting up with one another in love; Taking care to keep the harmony of the Spirit in the yoke of peace.","Remove a repeated grace-and-peace salutation; these two full verses encourage patience, gentleness and unity.",https://ebible.org/Scriptures/engBBE_usfx.zip
replacement,King James Version (KJV),2 Thessalonians 1:2,"Grace unto you, and peace, from God our Father and the Lord Jesus Christ.",Ephesians 4:2-3,"With all lowliness and meekness, with longsuffering, forbearing one another in love; Endeavouring to keep the unity of the Spirit in the bond of peace.","Remove a repeated grace-and-peace salutation; these two full verses encourage patience, gentleness and unity.",https://ebible.org/Scriptures/eng-kjv2006_usfx.zip
replacement,World English Bible (WEB),2 Thessalonians 1:2,Grace to you and peace from God our Father and the Lord Jesus Christ.,Ephesians 4:2-3,"with all lowliness and humility, with patience, bearing with one another in love, being eager to keep the unity of the Spirit in the bond of peace.","Remove a repeated grace-and-peace salutation; these two full verses encourage patience, gentleness and unity.",https://ebible.org/Scriptures/engwebu_usfx.zip
replacement,Lutherbibel (1912),2 Thessalonians 1:2,"Gnade sei mit euch und Friede von Gott, unserm Vater, und dem HERRN Jesus Christus!",Ephesians 4:2-3,"mit aller Demut und Sanftmut, mit Geduld, und vertraget einer den andern in der Liebe und seid fleißig, zu halten die Einigkeit im Geist durch das Band des Friedens:","Remove a repeated grace-and-peace salutation; these two full verses encourage patience, gentleness and unity.",https://ebible.org/Scriptures/deu1912_usfx.zip
replacement,Louis Segond (1910),2 Thessalonians 1:2,que la grâce et la paix vous soient données de la part de Dieu notre Père et du Seigneur Jésus-Christ!,Ephesians 4:2-3,"en toute humilité et douceur, avec patience, vous supportant les uns les autres avec charité, vous efforçant de conserver l’unité de l’esprit par le lien de la paix.","Remove a repeated grace-and-peace salutation; these two full verses encourage patience, gentleness and unity.",https://ebible.org/Scriptures/fraLSG_usfx.zip
replacement,Riveduta (1927),2 Thessalonians 1:2,grazia a voi e pace da Dio Padre e dal Signor Gesù Cristo.,Ephesians 4:2-3,"con ogni umiltà e mansuetudine, con longanimità, sopportandovi gli uni gli altri con amore, studiandovi di conservare l’unità dello Spirito col vincolo della pace.","Remove a repeated grace-and-peace salutation; these two full verses encourage patience, gentleness and unity.",https://ebible.org/Scriptures/ita1927_usfx.zip
replacement,Reina-Valera (1909),2 Thessalonians 1:2,Gracia y paz á vosotros de Dios nuestro Padre y del Señor Jesucristo.,Ephesians 4:2-3,"Con toda humildad y mansedumbre, con paciencia soportando los unos á los otros en amor; Solícitos á guardar la unidad del Espíritu en el vínculo de la paz.","Remove a repeated grace-and-peace salutation; these two full verses encourage patience, gentleness and unity.",https://ebible.org/Scriptures/spaRV1909_usfx.zip
replacement,Sathyavedapusthakam (1910),2 Thessalonians 1:2,പിതാവായ ദൈവത്തിങ്കൽ നിന്നും കൎത്താവായ യേശുക്രിസ്തുവിങ്കൽ നിന്നും നിങ്ങൾക്കു കൃപയും സമാധാനവും ഉണ്ടാകട്ടെ.,Ephesians 4:2-3,പൂൎണ്ണവിനയത്തോടും സൌമ്യതയോടും ദീൎഘക്ഷമയോടുംകൂടെ നടക്കയും സ്നേഹത്തിൽ അന്യോന്യം പൊറുക്കയും ആത്മാവിന്റെ ഐക്യത സമാധാനബന്ധത്തിൽ കാപ്പാൻ ശ്രമിക്കയും ചെയ്‌വിൻ.,"Remove a repeated grace-and-peace salutation; these two full verses encourage patience, gentleness and unity.",https://api.getbible.net/v2/mal1910.json
replacement,Ang Dating Biblia (1905),2 Thessalonians 1:2,Sumainyo nawa ang biyaya at kapayapaang mula sa Dios Ama at sa Panginoong Jesucristo.,Ephesians 4:2-3,"Ng buong kapakumbabaan at kaamuan, na may pagpapahinuhod, na mangagbatahan kayo-kayo sa pagibig; Na pagsakitan ninyong ingatan ang pakikipagkaisa sa Espiritu sa tali ng kapayapaan.","Remove a repeated grace-and-peace salutation; these two full verses encourage patience, gentleness and unity.",https://api.getbible.net/v2/tagalog.json
replacement,Berean Standard Bible (BSB),Psalms 40:10,I have not covered up Your righteousness in my heart; I have declared Your faithfulness and salvation; I have not concealed Your loving devotion and faithfulness from the great assembly.,Psalms 89:8,"O LORD God of Hosts, who is like You? O mighty LORD, Your faithfulness surrounds You.",Replace a lengthy verse with a full verse praising God's strength and faithfulness.,https://ebible.org/Scriptures/engbsb_usfx.zip
replacement,Bible in Basic English (BBE),Psalms 40:10,Your righteousness has not been folded away in my heart; I have made clear your true word and your salvation; I have not kept secret your mercy or your faith from the great meeting.,Psalms 89:8,"O Lord God of armies, who is strong like you, O Jah? and your unchanging faith is round about you.",Replace a lengthy verse with a full verse praising God's strength and faithfulness.,https://ebible.org/Scriptures/engBBE_usfx.zip
replacement,King James Version (KJV),Psalms 40:10,I have not hid thy righteousness within my heart; I have declared thy faithfulness and thy salvation: I have not concealed thy lovingkindness and thy truth from the great congregation.,Psalms 89:8,"O LORD God of hosts, who is a strong LORD like unto thee? or to thy faithfulness round about thee?",Replace a lengthy verse with a full verse praising God's strength and faithfulness.,https://ebible.org/Scriptures/eng-kjv2006_usfx.zip
replacement,World English Bible (WEB),Psalms 40:10,I have not hidden your righteousness within my heart. I have declared your faithfulness and your salvation. I have not concealed your loving kindness and your truth from the great assembly.,Psalms 89:8,"LORD, God of Armies, who is a mighty one, like you? LORD, your faithfulness is around you.",Replace a lengthy verse with a full verse praising God's strength and faithfulness.,https://ebible.org/Scriptures/engwebu_usfx.zip
replacement,Lutherbibel (1912),Psalms 40:10,Deine Gerechtigkeit verberge ich nicht in meinem Herzen; von deiner Wahrheit und von deinem Heil rede ich; ich verhehle deine Güte und Treue nicht vor der großen Gemeinde.,Psalms 89:9,"HERR, Gott Zebaoth, wer ist wie du ein mächtiger Gott? Und deine Wahrheit ist um dich her.",Replace a lengthy verse with a full verse praising God's strength and faithfulness.,https://ebible.org/Scriptures/deu1912_usfx.zip
replacement,Louis Segond (1910),Psalms 40:10,"J’annonce la justice dans la grande assemblée; Voici, je ne ferme pas mes lèvres, Éternel, tu le sais!",Psalms 89:9,"Éternel, Dieu des armées! Qui est comme toi puissant, ô Éternel? Ta fidélité t’environne.",Replace a lengthy verse with a full verse praising God's strength and faithfulness.,https://ebible.org/Scriptures/fraLSG_usfx.zip
replacement,Riveduta (1927),Psalms 40:10,Io non ho nascosto la tua giustizia entro il mio cuore; ho narrato la tua fedeltà e la tua salvezza; non ho celato la tua benignità né la tua verità alla grande assemblea.,Psalms 89:8,"O Eterno, Iddio degli eserciti, chi è potente come te, o Eterno? E la tua fedeltà ti circonda da ogni parte.",Replace a lengthy verse with a full verse praising God's strength and faithfulness.,https://ebible.org/Scriptures/ita1927_usfx.zip
replacement,Reina-Valera (1909),Psalms 40:10,No encubrí tu justicia dentro de mi corazón: tu verdad y tu salvación he dicho: no oculté tu misericordia y tu verdad en grande concurso.,Psalms 89:8,"Oh Jehová, Dios de los ejércitos, ¿quién como tú? Poderoso eres, Jehová, y tu verdad está en torno de ti.",Replace a lengthy verse with a full verse praising God's strength and faithfulness.,https://ebible.org/Scriptures/spaRV1909_usfx.zip
replacement,Sathyavedapusthakam (1910),Psalms 40:10,ഞാൻ നിന്റെ നീതിയെ എന്റെ ഹൃദയത്തിൽ മറച്ചുവെച്ചില്ല; നിന്റെ വിശ്വസ്തതയും രക്ഷയും ഞാൻ പ്രസ്താവിച്ചു; നിന്റെ ദയയും സത്യവും ഞാൻ മഹാസഭെക്കു മറെച്ചതുമില്ല.,Psalms 89:8,"സൈന്യങ്ങളുടെ ദൈവമായ യഹോവേ, നിന്നെപ്പോലെ ബലവാൻ ആരുള്ളു? യഹോവേ, നിന്റെ വിശ്വസ്തത നിന്നെ ചുറ്റിയിരിക്കുന്നു.",Replace a lengthy verse with a full verse praising God's strength and faithfulness.,https://api.getbible.net/v2/mal1910.json
replacement,Ang Dating Biblia (1905),Psalms 40:10,"Hindi ko ikinubli ang iyong katuwiran sa loob ng aking puso; aking ibinalita ang iyong pagtatapat, at ang iyong pagliligtas: hindi ko inilihim ang iyong kagandahang-loob at ang iyong katotohanan sa dakilang kapisanan.",Psalms 89:8,"Oh Panginoong Dios ng mga hukbo, sino ang makapangyarihang gaya mo, Oh JAH? At ang pagtatapat mo'y nasa palibot mo.",Replace a lengthy verse with a full verse praising God's strength and faithfulness.,https://api.getbible.net/v2/tagalog.json
source-correction,Lutherbibel (1912),Psalms 69:13,"Ich aber bete, HERR, zu dir zur angenehmen Zeit; Gott durch deine große Güte erhöre mich mit deiner treuen Hilfe.",Psalms 69:14,"Ich aber bete, HERR, zu dir zur angenehmen Zeit; Gott durch deine große Güte erhöre mich mit deiner treuen Hilfe.","Match the named edition source exactly, including its verse numbering, wording, capitalization and punctuation; normalize layout whitespace only.",https://ebible.org/Scriptures/deu1912_usfx.zip
source-correction,Louis Segond (1910),Psalms 69:13,"Ceux qui sont assis à la porte parlent de moi, Et les buveurs de liqueurs fortes me mettent en chansons.",Psalms 69:14,"Mais je t’adresse ma prière, ô Éternel! Que ce soit le temps favorable, ô Dieu, par ta grande bonté! Réponds-moi, en m’assurant ton secours!","Match the named edition source exactly, including its verse numbering, wording, capitalization and punctuation; normalize layout whitespace only.",https://ebible.org/Scriptures/fraLSG_usfx.zip
source-correction,Berean Standard Bible (BSB),Luke 10:27,"He answered, “‘Love the Lord your God with all your heart and with all your soul and with all your strength and with all your mind’ and ‘Love your neighbor as yourself.’ ”",Luke 10:27,"He answered, “‘Love the Lord your God with all your heart and with all your soul and with all your strength and with all your mind’ and ‘Love your neighbor as yourself.’”","Match the named edition source exactly, including its verse numbering, wording, capitalization and punctuation; normalize layout whitespace only.",https://ebible.org/Scriptures/engbsb_usfx.zip
replacement,Berean Standard Bible (BSB),Jeremiah 42:20,"For you have deceived yourselves by sending me to the LORD your God, saying, ‘Pray to the LORD our God on our behalf, and as for all that the LORD our God says, tell it to us and we will do it.’",Psalms 119:114,You are my hiding place and my shield; I put my hope in Your word.,The original accuses its hearers of deception; this full verse clearly expresses refuge and hope in God's word.,https://ebible.org/Scriptures/engbsb_usfx.zip
